,Phase,SubjectNumber,Trial,Timestamp,ValL,ValR,OV,val1BL,val2BL,val1BM,val2BM,val1BR,val2BR,val1TL,val2TL,val1TM,val2TM,val2TR,cueLoc,choice,nValsL,nValsR,accuracy,skew
571,2,109,128,1.2522,-5,-2,-7,-4,-1,-2,2,1,-3,1,-1,-1,-1,2,C,0,5,2,1,-0.03380397805798869
572,2,109,129,1.152,-15,-2,-17,-2,0,-1,-3,-4,1,-4,-1,-4,1,0,L,0,4,4,1,-0.03380397805798869
573,2,109,130,1.8682,-5,5,0,-3,0,1,2,1,2,-3,-3,-2,2,2,C,0,3,3,1,-0.03380397805798869
574,2,109,131,4.1519,-4,-3,-7,1,2,-2,-2,1,-1,-3,0,1,1,-3,L,1,3,5,0,-0.03380397805798869
575,2,109,132,2.6684,-8,2,-6,-3,1,-3,0,-2,-2,1,-2,-1,2,3,R,0,5,5,1,-0.03380397805798869
576,2,109,133,2.5019,-2,-13,-15,-3,-4,2,1,2,-3,-3,-2,0,-4,-1,R,1,3,4,1,-0.03380397805798869
577,2,109,134,1.8187,-3,-7,-10,0,0,-2,-1,2,1,-3,-4,-1,1,-4,L,1,6,4,1,-0.03380397805798869
578,2,109,135,1.3849,9,-4,5,3,0,-1,-3,2,2,2,-3,3,-2,2,L,1,4,4,1,-0.03380397805798869
579,2,109,136,0.86858,-14,-2,-16,-4,-3,1,2,-4,0,-4,2,1,-2,-1,C,0,2,4,1,-0.03380397805798869
580,2,109,137,1.1349,5,13,18,2,2,2,3,2,-1,2,3,0,3,3,L,0,3,2,1,-0.03380397805798869
581,2,109,138,0.70152,9,-6,3,2,2,-2,-2,3,-3,1,-2,3,-3,2,R,1,4,3,1,-0.03380397805798869
582,2,109,139,1.4347,3,10,13,2,1,1,0,1,0,0,3,2,3,3,L,0,4,3,1,-0.03380397805798869
583,2,109,140,0.96853,-1,-5,-6,-2,-1,1,-3,1,2,3,-3,-2,-2,2,R,1,3,4,1,-0.03380397805798869
584,2,109,141,1.4681,-11,-9,-20,-2,-3,-4,-3,-3,0,-1,-3,-2,2,-2,C,1,5,3,0,-0.03380397805798869
585,2,109,142,0.83548,6,-2,4,-2,2,3,-2,1,-2,3,0,-2,-2,2,L,1,3,3,1,-0.03380397805798869
586,2,109,143,2.5185,-10,5,-5,-1,2,-2,-3,-4,2,-3,1,0,1,2,C,0,5,3,1,-0.03380397805798869
587,2,109,144,2.2847,-4,-4,-8,-4,-2,1,0,-4,-2,1,-1,1,-1,2,C,0,2,4,1,-0.03380397805798869
588,2,109,145,1.9187,-10,-4,-14,-2,2,1,0,-2,-3,-3,-3,-2,2,-2,C,0,3,4,1,-0.03380397805798869
589,2,109,146,1.6519,-6,-11,-17,-4,0,1,-2,-4,-3,1,-2,1,-2,-2,C,1,3,2,1,-0.03380397805798869
590,2,109,147,0.91806,-5,8,3,1,3,-3,3,-3,1,-3,3,1,-2,0,R,0,3,3,1,-0.03380397805798869
591,2,109,148,1.2181,-6,8,2,2,0,-3,3,-1,2,1,1,-2,2,0,R,0,5,4,1,-0.03380397805798869
592,2,109,149,1.2346,-14,-7,-21,-2,-3,-2,1,-4,-2,0,-1,-2,-3,1,L,0,3,3,1,-0.03380397805798869
593,2,109,150,1.0681,-5,9,4,1,3,-1,-1,1,1,-2,3,-1,0,3,L,0,4,3,1,-0.03380397805798869
594,2,110,1,3.3192,-2,3,1,1,3,2,-1,0,-1,-2,1,-2,3,-2,R,0,5,4,1,-0.013952573587020463
595,2,110,2,4.0349,-13,-3,-16,-3,-3,-1,2,-4,2,-1,1,-1,-2,-3,L,0,3,4,1,-0.013952573587020463
596,2,110,3,1.4186,-11,-1,-12,-2,-2,-1,2,1,2,-4,2,-2,-2,-3,C,0,5,3,1,-0.013952573587020463
597,2,110,4,2.5519,-10,-1,-11,-2,-1,-4,2,-1,-2,0,-2,-4,1,1,C,0,5,4,1,-0.013952573587020463
598,2,110,5,1.0691,1,-6,-5,1,-2,1,-3,-2,-1,0,2,0,1,-3,C,1,3,4,1,-0.013952573587020463
599,2,110,6,3.6181,1,4,5,2,-2,-3,3,0,3,2,-2,2,-1,3,L,0,4,3,1,-0.013952573587020463
600,2,110,7,2.3685,-2,5,3,2,2,-1,1,1,3,2,3,-3,-2,-2,C,0,4,4,1,-0.013952573587020463
601,2,110,8,0.98498,-2,3,1,-3,3,2,3,-3,-2,0,-2,2,-2,3,L,0,3,2,1,-0.013952573587020463
602,2,110,9,3.7351,-3,0,-3,-3,-1,2,-1,2,0,-2,2,-1,-1,1,L,0,4,3,1,-0.013952573587020463
603,2,110,10,1.5518,6,-4,2,2,-1,0,-1,3,2,1,-3,0,-3,2,C,1,4,3,1,-0.013952573587020463
604,2,110,11,3.9688,-6,-3,-9,2,0,-2,-4,-3,1,-2,-1,-3,1,0,R,0,3,4,1,-0.013952573587020463
605,2,110,12,2.5018,-1,-7,-8,-1,0,-1,-1,1,-4,2,1,-1,1,-4,C,1,3,4,1,-0.013952573587020463
606,2,110,13,1.6681,-2,-5,-7,0,-3,2,-3,0,1,-1,-1,0,0,1,L,1,4,4,1,-0.013952573587020463
607,2,110,14,1.8519,-15,-2,-17,-2,0,-1,-3,-4,1,-4,-1,-4,1,0,L,0,4,4,1,-0.013952573587020463
608,2,110,15,3.0182,10,15,25,2,3,2,3,1,3,2,0,1,3,3,C,1,2,2,0,-0.013952573587020463
609,2,110,16,2.7021,-1,0,-1,2,0,-3,3,-1,-1,1,2,0,-2,-2,R,0,5,4,1,-0.013952573587020463
610,2,110,18,8.5022,-2,-7,-9,2,0,-1,-1,1,1,2,1,-3,-4,-4,C,1,4,4,1,-0.013952573587020463
611,2,110,19,1.6021,-5,-3,-8,1,1,-1,-3,1,-1,-2,1,-1,-2,1,R,0,4,3,1,-0.013952573587020463
612,2,110,20,1.8514,-6,-11,-17,-4,0,1,-2,-4,-3,1,-2,1,-2,-2,R,1,3,2,1,-0.013952573587020463
613,2,110,21,10.5682,3,-2,1,2,-1,1,-2,1,-2,0,1,2,1,1,C,1,4,3,1,-0.013952573587020463
614,2,110,22,1.6854,10,3,13,2,1,2,1,1,1,2,-2,1,1,1,R,1,2,2,1,-0.013952573587020463
615,2,110,23,7.0521,3,-2,1,0,-2,0,-2,2,1,2,0,-2,0,1,C,1,4,3,1,-0.013952573587020463
616,2,110,24,2.9019,2,-1,1,0,-1,-2,2,1,-2,2,-2,-2,1,1,R,0,5,4,0,-0.013952573587020463
617,2,110,25,5.4515,-4,3,-1,-3,3,0,2,2,-2,-3,-1,-1,-2,3,R,0,5,4,1,-0.013952573587020463
618,2,110,26,2.135,-2,-9,-11,-3,1,2,1,-3,-4,0,-4,2,-4,1,R,1,3,2,1,-0.013952573587020463
619,2,110,27,11.3854,3,7,10,0,0,2,-2,2,3,2,3,0,1,2,C,0,3,5,1,-0.013952573587020463
620,2,110,28,3.6684,5,-5,0,0,-3,2,1,2,1,-3,-3,2,-2,1,L,1,3,3,1,-0.013952573587020463
621,2,110,29,7.2018,6,-2,4,-2,2,3,-2,1,-2,3,0,-2,-2,2,C,1,3,3,1,-0.013952573587020463
622,2,110,31,2.5855,-2,-5,-7,2,-2,-2,0,-2,-2,0,2,2,-3,0,R,0,3,4,0,-0.013952573587020463
623,2,110,32,3.4181,-4,-6,-10,-2,2,1,-3,0,-1,-1,1,0,-2,-3,R,1,4,4,1,-0.013952573587020463
624,2,110,33,1.8522,10,3,13,1,2,0,1,0,1,3,0,3,2,-3,L,1,3,4,1,-0.013952573587020463
625,2,110,34,2.9188,-2,-2,-4,-2,-3,3,2,-2,0,-2,2,3,-2,-1,R,1,2,4,1,-0.013952573587020463
626,2,110,35,2.7355,5,12,17,2,3,0,1,2,2,2,1,-1,3,2,L,0,3,3,1,-0.013952573587020463
627,2,110,36,1.5514,-11,-5,-16,1,-3,0,0,-4,-3,-4,-3,0,2,2,L,0,3,3,1,-0.013952573587020463
628,2,110,37,3.8517,1,3,4,-2,-1,-1,-3,2,1,3,2,1,2,2,L,1,5,3,0,-0.013952573587020463
629,2,110,38,1.9847,2,-8,-6,-3,-4,0,-1,2,-1,-1,-4,2,1,1,C,1,4,3,1,-0.013952573587020463
630,2,110,39,1.3183,1,-2,-1,1,-1,-1,-3,-1,2,0,-3,1,2,1,L,1,3,4,1,-0.013952573587020463
631,2,110,40,2.085,3,1,4,0,1,1,-1,3,-3,-2,2,-2,0,2,R,0,4,4,0,-0.013952573587020463
632,2,110,41,1.3349,4,3,7,-1,-2,0,-2,0,3,2,3,2,-2,3,C,1,4,2,1,-0.013952573587020463
633,2,110,42,2.2516,-4,-12,-16,2,0,2,-2,-3,-4,1,-4,-3,0,-2,L,0,3,3,0,-0.013952573587020463
634,2,110,43,2.6015,5,-10,-5,0,-3,3,-2,-2,-2,2,-3,2,0,0,L,1,4,3,1,-0.013952573587020463
635,2,110,44,2.9854,-5,-2,-7,-4,-1,-2,2,1,-3,1,-1,-1,-1,2,L,0,5,2,1,-0.013952573587020463
636,2,110,45,2.0183,6,6,12,-1,-2,2,3,0,0,2,3,1,3,-1,L,1,4,3,1,-0.013952573587020463
637,2,110,46,2.4353,4,3,7,-2,2,2,0,0,1,-1,1,3,2,-3,C,1,5,4,1,-0.013952573587020463
638,2,110,47,1.602,6,-7,-1,3,-3,-2,-2,0,1,2,-1,3,-2,0,C,1,4,4,1,-0.013952573587020463
639,2,110,48,1.3682,10,15,25,2,3,2,3,1,3,2,0,1,3,3,C,1,2,2,0,-0.013952573587020463
640,2,110,49,1.6682,11,-2,9,3,-1,1,0,-2,2,3,-2,3,-3,2,L,1,3,5,1,-0.013952573587020463
641,2,110,50,5.3184,-7,3,-4,0,-2,-1,-2,-3,3,1,0,-3,1,3,L,1,4,4,0,-0.013952573587020463
642,2,110,51,1.3354,5,-8,-3,2,-1,2,-1,2,0,-1,-4,1,1,-3,R,1,3,4,1,-0.013952573587020463
643,2,110,52,2.0845,2,-4,-2,0,2,3,0,0,-3,-1,-3,0,2,-2,R,1,3,4,1,-0.013952573587020463
644,2,110,53,4.0847,-4,-5,-9,1,1,1,-3,-1,-3,1,-3,-4,1,2,R,1,4,3,1,-0.013952573587020463
645,2,110,54,2.9183,2,5,7,1,2,0,-3,-2,2,-1,1,2,1,2,C,1,5,3,0,-0.013952573587020463
646,2,110,55,3.4022,5,-10,-5,2,-1,-3,-2,2,-4,1,-3,1,0,0,C,1,3,4,1,-0.013952573587020463
647,2,110,56,4.8354,-2,-1,-3,-3,-2,2,3,2,-1,-3,0,0,-2,1,L,0,3,4,1,-0.013952573587020463
648,2,110,57,3.252,-6,8,2,2,0,-3,3,-1,2,1,1,-2,2,0,R,0,5,4,1,-0.013952573587020463
649,2,110,58,0.9185,4,5,9,1,2,1,2,2,2,-2,-1,3,1,-1,L,0,5,3,1,-0.013952573587020463
650,2,110,59,1.7522,-3,-6,-9,0,-4,1,-4,-3,-1,2,1,-3,1,1,R,1,4,2,1,-0.013952573587020463
651,2,110,60,3.4021,5,6,11,1,1,2,-1,2,3,2,3,-1,2,-2,C,1,3,5,0,-0.013952573587020463
652,2,110,61,1.5517,-10,-4,-14,-2,2,1,0,-2,-3,-3,-3,-2,2,-2,R,0,3,4,1,-0.013952573587020463
653,2,110,62,1.2351,-10,-10,-20,1,-2,-1,-3,-4,1,-3,0,-4,-3,-3,L,1,4,3,1,-0.013952573587020463
654,2,110,63,1.6854,1,6,7,-2,0,2,2,-1,2,1,1,-2,-1,2,C,0,5,4,1,-0.013952573587020463
655,2,110,64,1.0186,-5,1,-4,1,1,-3,-1,-3,-1,1,-1,2,0,3,R,0,3,4,1,-0.013952573587020463
656,2,110,65,6.1518,1,5,6,0,2,1,2,-3,2,1,2,1,0,-3,R,0,3,3,1,-0.013952573587020463
657,2,110,66,3.2186,-4,-4,-8,-4,-2,1,0,-4,-2,1,-1,1,-1,2,C,0,2,4,1,-0.013952573587020463
658,2,110,67,1.6018,-3,-2,-5,-2,-3,1,-3,0,2,1,1,1,0,1,R,1,4,3,0,-0.013952573587020463
659,2,110,68,2.585,0,-7,-7,-1,-2,0,-1,1,-3,-2,2,3,0,-3,L,1,5,5,1,-0.013952573587020463
660,2,110,69,4.3355,-5,-3,-8,0,1,0,1,-2,0,0,0,-3,-3,-2,R,0,3,4,1,-0.013952573587020463
661,2,110,70,2.1013,-1,-2,-3,1,-1,-1,0,-4,2,1,-2,1,-3,2,L,1,3,5,1,-0.013952573587020463
662,2,110,71,2.7016,-3,6,3,0,-2,1,-2,-3,1,2,3,-3,3,3,R,1,4,2,0,-0.013952573587020463
663,2,110,72,1.9349,-8,2,-6,-3,1,-3,0,-2,-2,1,-2,-1,2,3,L,0,5,5,1,-0.013952573587020463
664,2,110,73,5.1187,-4,-3,-7,0,1,-3,-3,2,0,-3,0,-2,1,-2,L,1,4,4,0,-0.013952573587020463
665,2,110,74,6.1518,-6,7,1,2,-2,-2,3,-2,3,0,0,-3,2,1,R,0,5,5,1,-0.013952573587020463
666,2,110,75,6.1352,-6,-5,-11,2,-4,-2,1,-2,1,0,-2,-3,0,-1,R,0,5,5,1,-0.013952573587020463
667,2,110,76,2.0514,9,-4,5,3,0,-1,-3,2,2,2,-3,3,-2,2,C,1,4,4,1,-0.013952573587020463
668,2,110,77,1.6181,2,-10,-8,3,-2,1,-3,-2,1,-1,0,-2,-3,-3,L,1,4,3,1,-0.013952573587020463
669,2,110,78,1.9848,1,5,6,0,2,1,2,-3,2,1,2,1,0,-3,C,1,3,3,0,-0.013952573587020463
670,2,110,79,5.2346,-12,-1,-13,-2,2,1,-3,-3,-1,0,1,-4,0,0,L,0,5,4,1,-0.013952573587020463
671,2,110,80,1.7348,-6,-7,-13,1,-3,-4,-2,-2,1,0,-1,1,-2,0,C,1,4,4,1,-0.013952573587020463
672,2,110,81,1.7687,-7,-8,-15,-1,-2,1,-2,-2,-2,-1,-3,-4,2,-1,L,1,5,4,1,-0.013952573587020463
673,2,110,82,1.318,-6,5,-1,-1,1,-3,2,1,2,1,2,0,-1,-1,C,0,5,3,1,-0.013952573587020463
674,2,110,83,1.7185,1,-1,0,0,-2,1,2,3,2,-2,2,0,-2,-3,C,1,5,3,1,-0.013952573587020463
675,2,110,84,0.93546,3,10,13,1,2,1,2,1,1,-2,2,1,1,2,C,1,2,2,0,-0.013952573587020463
676,2,110,85,6.9186,5,-3,2,2,0,1,-2,3,2,-2,-3,3,-1,1,R,1,4,5,1,-0.013952573587020463
677,2,110,86,2.5848,5,0,5,2,1,0,-1,2,0,2,-1,-1,1,0,R,1,3,3,1,-0.013952573587020463
678,2,110,87,6.8184,1,3,4,2,0,-1,-2,2,1,-2,3,2,2,-1,L,1,3,5,0,-0.013952573587020463
679,2,110,88,1.6184,3,-1,2,1,2,-1,-3,3,-1,3,2,-1,-3,2,R,1,4,2,1,-0.013952573587020463
680,2,110,89,2.252,-3,-4,-7,2,1,-2,-2,-1,1,0,-3,1,1,-2,R,1,6,3,1,-0.013952573587020463
681,2,110,90,1.5187,-1,5,4,-1,2,-1,1,1,-2,2,3,-1,3,-2,L,1,3,4,0,-0.013952573587020463
682,2,110,91,5.6187,-5,-3,-8,-1,-4,-2,1,-1,0,-3,1,2,0,-1,L,1,5,4,0,-0.013952573587020463
683,2,110,92,6.302,-6,-2,-8,-4,2,1,-2,-1,-2,1,0,-4,-2,2,L,0,3,3,1,-0.013952573587020463
684,2,110,93,3.5522,-3,-7,-10,0,0,-2,-1,2,1,-3,-4,-1,1,-4,L,1,6,4,1,-0.013952573587020463
685,2,110,94,2.5185,-5,9,4,1,3,-1,-1,1,1,-2,3,-1,0,3,C,0,4,3,1,-0.013952573587020463
686,2,110,95,1.1348,-20,-12,-32,-4,-2,-3,1,-3,-3,-3,-3,-3,-3,-2,R,0,2,3,1,-0.013952573587020463
687,2,110,96,7.2182,-5,-11,-16,1,-1,-3,-3,-3,-3,1,-3,2,-2,1,R,0,3,4,0,-0.013952573587020463
688,2,110,97,2.0692,-7,-8,-15,0,-1,2,-1,-3,-1,0,-1,-3,-2,-2,C,0,3,2,0,-0.013952573587020463
689,2,110,98,2.1517,-12,-8,-20,-2,-2,1,-1,-3,-1,-3,-1,-3,-1,-2,L,0,3,2,1,-0.013952573587020463
690,2,110,99,2.2183,-7,-9,-16,0,-4,-1,-4,-3,1,1,-2,-3,-1,1,R,1,4,4,1,-0.013952573587020463
691,2,110,100,4.6019,-4,-6,-10,-1,0,-1,-2,2,1,-3,-1,-3,-2,-2,R,0,3,3,0,-0.013952573587020463
692,2,110,101,2.1021,4,-2,2,-2,2,3,2,3,0,0,-2,-2,-2,-2,C,1,4,2,1,-0.013952573587020463
693,2,110,102,1.468,6,4,10,3,2,-1,1,3,-3,3,2,-2,2,0,R,0,4,3,0,-0.013952573587020463
694,2,110,103,1.935,1,0,1,1,-2,-2,0,1,1,0,-2,0,1,2,C,1,3,4,1,-0.013952573587020463
695,2,110,104,2.4683,5,-8,-3,1,-2,3,-2,0,-2,1,-3,-2,2,-1,L,1,5,4,1,-0.013952573587020463
696,2,110,105,1.518,1,-9,-8,0,-3,-2,-3,-1,0,1,-3,0,2,-2,C,1,5,3,1,-0.013952573587020463
697,2,110,107,1.302,-1,-2,-3,1,1,-3,1,0,0,-1,-2,0,1,-3,L,1,5,3,1,-0.013952573587020463
698,2,110,108,1.7021,-5,-14,-19,-2,0,0,-4,-2,-4,2,-2,-3,0,-4,R,1,4,3,1,-0.013952573587020463
699,2,110,109,4.3349,-11,3,-8,-4,-1,-3,-3,0,1,1,2,-1,2,2,C,1,5,3,0,-0.013952573587020463
700,2,110,110,1.5184,3,5,8,2,-2,2,3,2,0,0,-1,0,2,3,L,0,3,4,1,-0.013952573587020463
701,2,110,111,1.2521,-13,-5,-18,-4,-1,-1,-3,-1,2,1,-3,-4,-2,2,L,0,3,4,1,-0.013952573587020463
702,2,110,112,0.90137,-2,-7,-9,2,0,-2,-2,2,-2,-3,-2,2,-2,1,R,1,3,3,1,-0.013952573587020463
703,2,110,113,7.3347,-6,0,-6,0,-2,-1,2,-1,2,-2,-2,-2,-1,1,R,0,3,4,1,-0.013952573587020463
704,2,110,114,2.1855,-7,-12,-19,-2,-3,-1,-2,-3,-1,2,-4,0,1,-3,R,1,5,4,1,-0.013952573587020463
705,2,110,115,3.8018,-7,-7,-14,-2,1,0,0,2,-1,-1,-4,-3,1,-4,L,1,5,3,1,-0.013952573587020463
706,2,110,116,2.3353,-14,1,-13,-2,1,-1,1,1,2,-4,0,-4,0,-3,C,0,4,3,1,-0.013952573587020463
707,2,110,117,1.1183,-5,8,3,1,3,-3,3,-3,1,-3,3,1,-2,0,R,0,3,3,1,-0.013952573587020463
708,2,110,118,0.95124,-7,-20,-27,0,-3,2,-3,-3,-3,0,-3,-3,-4,-4,C,1,3,2,1,-0.013952573587020463
709,2,110,119,1.3018,-5,1,-4,-3,3,0,2,-3,-2,-3,-2,2,2,-2,C,0,3,3,1,-0.013952573587020463
710,2,110,120,1.0351,7,2,9,3,0,3,0,3,-1,-1,1,-2,0,2,C,0,4,3,0,-0.013952573587020463
711,2,110,121,2.6353,-5,0,-5,0,0,-2,-1,-1,-2,1,1,1,2,0,R,0,5,4,1,-0.013952573587020463
712,2,110,122,1.8519,-13,-2,-15,-4,-3,1,2,-3,2,-2,-3,-4,0,0,C,0,5,3,1,-0.013952573587020463
713,2,110,123,1.6021,-3,-1,-4,-3,-1,2,1,2,-2,1,1,-2,1,-1,R,0,4,2,1,-0.013952573587020463
714,2,110,124,1.2013,5,13,18,2,2,2,3,2,-1,2,3,0,3,3,C,0,3,2,1,-0.013952573587020463
715,2,110,125,2.518,-7,-10,-17,-2,-3,1,-2,-4,-2,0,-3,0,0,0,L,1,4,3,1,-0.013952573587020463
716,2,110,126,1.318,-5,3,-2,-2,0,-4,2,1,2,1,2,-1,0,-3,L,0,5,3,1,-0.013952573587020463
717,2,110,127,0.88465,-8,-2,-10,-4,2,1,2,1,0,-2,-2,-4,-2,-2,L,0,4,2,1,-0.013952573587020463
718,2,110,128,2.0013,8,5,13,0,0,1,3,2,-2,1,3,2,-2,3,C,1,3,3,1,-0.013952573587020463
719,2,110,129,3.0854,5,-7,-2,3,-2,2,0,1,2,-2,-1,3,-3,-3,R,1,4,4,1,-0.013952573587020463
720,2,110,130,3.1016,9,-6,3,2,2,-2,-2,3,-3,1,-2,3,-3,2,L,1,4,3,1,-0.013952573587020463
721,2,110,131,4.218,-5,-1,-6,-1,-2,-3,1,2,1,-3,3,-2,-2,-2,C,1,4,3,0,-0.013952573587020463
722,2,110,132,1.5511,-1,10,9,1,3,-3,3,0,2,-1,0,0,3,-1,C,0,5,3,1,-0.013952573587020463
723,2,110,133,3.9521,-4,0,-4,2,2,2,0,-3,-2,1,-2,-3,2,0,R,0,3,3,1,-0.013952573587020463
724,2,110,134,2.1855,3,4,7,2,-1,-1,3,-3,3,2,-1,2,-2,2,L,0,4,4,1,-0.013952573587020463
725,2,110,135,2.9354,-3,-4,-7,1,1,1,1,-3,-1,-2,1,2,-4,-2,C,0,4,3,0,-0.013952573587020463
726,2,110,136,1.0352,-13,-4,-17,-3,0,-3,0,-3,-2,-3,-2,1,0,0,L,0,3,2,1,-0.013952573587020463
727,2,110,137,2.5018,-12,-3,-15,-3,-3,-3,2,-2,2,0,-2,-3,-1,-1,C,0,4,4,1,-0.013952573587020463
728,2,110,138,3.9349,-3,-2,-5,0,0,1,-3,-2,1,-2,-1,-2,1,0,L,1,4,4,0,-0.013952573587020463
729,2,110,139,0.90125,2,-5,-3,0,1,0,1,-1,1,1,-3,0,-4,-1,R,1,4,4,1,-0.013952573587020463
730,2,110,140,1.468,-9,-2,-11,1,1,-3,2,-3,0,-1,-2,1,-2,-1,L,0,4,4,1,-0.013952573587020463
731,2,110,141,1.5018,4,2,6,-2,-3,1,0,1,2,-2,-1,3,2,2,R,1,3,4,1,-0.013952573587020463
732,2,110,142,2.1686,-14,-7,-21,-2,-3,-2,1,-4,-2,0,-1,-2,-3,1,R,0,3,3,1,-0.013952573587020463
733,2,110,143,1.1516,-2,-14,-16,-3,-4,2,1,0,-4,2,-4,-2,1,-4,C,1,5,2,1,-0.013952573587020463
734,2,110,144,1.8013,-2,-7,-9,0,-3,0,1,-2,-2,2,-1,0,-3,1,L,1,3,3,1,-0.013952573587020463
735,2,110,145,1.1014,-11,-9,-20,-2,-3,-4,-3,-3,0,-1,-3,-2,2,-2,C,1,5,3,0,-0.013952573587020463
736,2,110,146,1.1021,1,-2,-1,1,0,1,1,2,3,0,-2,0,-2,-2,R,1,4,3,1,-0.013952573587020463
737,2,110,147,1.0849,-10,-8,-18,-1,-3,-2,-3,-4,-2,-4,1,0,-1,0,R,1,5,4,0,-0.013952573587020463
738,2,110,148,1.5014,-2,9,7,-3,0,-3,3,2,2,1,3,0,3,-2,C,0,4,3,1,-0.013952573587020463
739,2,110,149,9.802,-9,-1,-10,-1,2,-3,-3,1,-1,1,2,-3,-3,2,C,0,4,2,1,-0.013952573587020463
740,2,110,150,1.3686,7,5,12,-1,0,3,2,3,2,-1,-3,0,2,2,R,0,3,3,0,-0.013952573587020463
741,2,111,1,2.0885,-12,-7,-19,-3,-2,-2,-1,-1,-3,-4,2,1,0,-3,R,0,5,5,1,0.08316673219273397
742,2,111,2,1.218,-3,-5,-8,-4,-1,1,-2,0,-1,1,-3,0,2,0,R,1,4,5,1,0.08316673219273397
743,2,111,3,2.1688,-11,3,-8,-4,-1,-3,-3,0,1,1,2,-1,2,2,R,0,5,3,1,0.08316673219273397
744,2,111,4,1.9348,-3,6,3,0,-2,1,-2,-3,1,2,3,-3,3,3,C,0,4,2,1,0.08316673219273397
745,2,111,5,1.1513,-6,-11,-17,-4,0,1,-2,-4,-3,1,-2,1,-2,-2,R,1,3,2,1,0.08316673219273397
746,2,111,6,3.2682,-6,-4,-10,0,-1,-2,-1,1,2,-1,-3,-2,-3,2,C,0,4,3,1,0.08316673219273397
747,2,111,7,2.9188,-7,-2,-9,0,2,-1,-1,1,1,1,2,-4,-3,-3,C,1,4,3,0,0.08316673219273397
748,2,111,8,1.4349,-7,-2,-9,0,2,-2,-2,-2,2,-2,-3,-2,2,-3,R,0,3,3,1,0.08316673219273397
749,2,111,9,1.3865,7,-6,1,-2,2,3,-2,3,-2,0,0,2,-3,-1,C,1,5,5,1,0.08316673219273397
750,2,111,10,2.3854,1,4,5,2,-2,-3,3,0,3,2,-2,2,-1,3,L,1,4,3,0,0.08316673219273397
751,2,111,11,1.4519,2,-8,-6,-3,-4,0,-1,2,-1,-1,-4,2,1,1,R,1,4,3,1,0.08316673219273397
752,2,111,12,5.3352,-6,-3,-9,2,0,-2,-4,-3,1,-2,-1,-3,1,0,C,0,3,4,1,0.08316673219273397
753,2,111,13,1.5847,4,-2,2,-2,2,3,2,3,0,0,-2,-2,-2,-2,R,0,4,2,0,0.08316673219273397
754,2,111,14,2.9852,-12,-1,-13,-2,2,1,-3,-3,-1,0,1,-4,0,0,L,0,5,4,1,0.08316673219273397
755,2,111,15,5.2022,-2,-1,-3,1,1,1,-3,0,0,-2,-1,1,0,2,C,1,4,5,0,0.08316673219273397
756,2,111,16,1.4349,5,-7,-2,3,-2,2,0,1,2,-2,-1,3,-3,-3,C,1,4,4,1,0.08316673219273397
757,2,111,17,1.4013,-5,-3,-8,0,1,0,1,-2,0,0,0,-3,-3,-2,R,0,3,4,1,0.08316673219273397
758,2,111,18,2.1013,-7,-7,-14,-2,1,0,0,2,-1,-1,-4,-3,1,-4,L,1,5,3,1,0.08316673219273397
759,2,111,19,1.0514,3,-5,-2,0,-2,2,-4,2,1,2,1,0,-1,0,L,1,3,5,1,0.08316673219273397
760,2,111,20,2.352,1,0,1,1,-2,-2,0,1,1,0,-2,0,1,2,C,0,3,4,0,0.08316673219273397
761,2,111,21,3.1349,0,-4,-4,2,2,0,2,-2,-3,-2,1,2,-3,-3,L,0,3,3,0,0.08316673219273397
762,2,111,22,5.7682,-2,3,1,-1,2,-2,1,-2,1,1,0,1,2,-3,L,0,3,4,1,0.08316673219273397
763,2,111,23,1.4683,5,-8,-3,2,-1,2,-1,2,0,-1,-4,1,1,-3,C,1,3,4,1,0.08316673219273397
764,2,111,24,2.3354,-5,0,-5,0,0,-2,-1,-1,-2,1,1,1,2,0,L,0,5,4,1,0.08316673219273397
765,2,111,25,2.1187,-7,6,-1,-3,3,-2,-2,1,0,-1,2,-2,3,0,L,0,5,4,1,0.08316673219273397
766,2,111,26,1.8347,2,7,9,0,3,0,3,-1,3,1,-1,0,-2,1,C,0,4,4,1,0.08316673219273397
767,2,111,27,3.2848,4,3,7,-2,2,2,0,0,1,-1,1,3,2,-3,L,1,5,4,1,0.08316673219273397
768,2,111,28,1.5356,-11,-9,-20,-2,-3,-4,-3,-3,0,-1,-3,-2,2,-2,L,1,5,3,0,0.08316673219273397
769,2,111,29,1.902,1,-1,0,0,-2,1,2,3,2,-2,2,0,-2,-3,C,0,5,3,0,0.08316673219273397
770,2,111,30,1.052,6,4,10,3,2,-1,1,3,-3,3,2,-2,2,0,R,0,4,3,0,0.08316673219273397
771,2,111,31,2.3518,-2,-14,-16,-3,-4,2,1,0,-4,2,-4,-2,1,-4,C,1,5,2,1,0.08316673219273397
772,2,111,32,2.1347,6,5,11,1,1,-1,2,3,2,3,2,2,-1,-1,C,0,5,3,0,0.08316673219273397
773,2,111,33,1.9181,-10,-7,-17,-3,-2,-2,1,-2,-4,-3,0,0,0,-2,L,0,3,3,1,0.08316673219273397
774,2,111,34,1.8181,-3,-6,-9,0,-4,1,-4,-3,-1,2,1,-3,1,1,L,0,4,2,0,0.08316673219273397
775,2,111,35,2.0848,1,3,4,1,0,-1,1,-3,3,2,-2,0,-2,3,L,1,5,4,0,0.08316673219273397
