,Phase,SubjectNumber,Trial,Timestamp,ValL,ValR,OV,val1BL,val2BL,val1BM,val2BM,val1BR,val2BR,val1TL,val2TL,val1TM,val2TM,val2TR,cueLoc,choice,nValsL,nValsR,accuracy,skew
0,2,105,1,0.65217,-7,-2,-9,-3,0,1,0,-2,-2,-1,2,-3,0,-2,R,0,4,3,1,0.03499760574164727
1,2,105,2,0.8526,-2,3,1,-1,2,-2,1,-2,1,1,0,1,2,-3,L,0,3,4,1,0.03499760574164727
2,2,105,3,0.65148,-11,-1,-12,-2,-2,-1,2,1,2,-4,2,-2,-2,-3,C,0,5,3,1,0.03499760574164727
3,2,105,4,1.0185,-10,-10,-20,1,-2,-1,-3,-4,1,-3,0,-4,-3,-3,R,1,4,3,1,0.03499760574164727
4,2,105,5,0.91941,1,-5,-4,3,-3,2,0,-2,-3,-2,-3,2,2,2,C,0,3,3,0,0.03499760574164727
5,2,105,6,1.7184,15,10,25,3,2,3,2,3,1,0,2,3,1,2,C,0,2,2,0,0.03499760574164727
6,2,105,7,1.9853,-2,-7,-9,2,0,-1,-1,1,1,2,1,-3,-4,-4,R,1,4,4,1,0.03499760574164727
7,2,105,8,1.0518,-13,-3,-16,-3,-3,-1,2,-4,2,-1,1,-1,-2,-3,L,0,3,4,1,0.03499760574164727
8,2,105,9,0.58526,-3,-12,-15,-3,-3,2,-3,2,-2,-2,0,-1,-3,-1,L,1,4,3,1,0.03499760574164727
9,2,105,10,0.65187,5,-3,2,2,0,1,-2,3,2,-2,-3,3,-1,1,R,1,4,5,1,0.03499760574164727
10,2,105,11,0.96845,1,-2,-1,1,-1,-1,-3,-1,2,0,-3,1,2,1,R,1,3,4,1,0.03499760574164727
11,2,105,12,0.66837,-10,-4,-14,-2,2,1,0,-2,-3,-3,-3,-2,2,-2,R,0,3,4,1,0.03499760574164727
12,2,105,13,1.9514,7,-2,5,-2,-1,0,2,3,-3,3,-1,1,-1,2,L,1,5,2,1,0.03499760574164727
13,2,105,14,1.4687,2,-1,1,0,-1,-2,2,1,-2,2,-2,-2,1,1,C,0,5,4,0,0.03499760574164727
14,2,105,15,0.58513,-2,-7,-9,2,0,-2,-2,2,-2,-3,-2,2,-2,1,C,1,3,3,1,0.03499760574164727
15,2,105,16,2.2513,2,4,6,-3,-2,0,1,2,1,-1,-2,2,3,3,C,0,4,3,1,0.03499760574164727
16,2,105,17,2.1017,-5,0,-5,0,0,-2,-1,-1,-2,1,1,1,2,0,C,0,5,4,1,0.03499760574164727
17,2,105,18,0.76849,2,-8,-6,1,-3,0,-3,-2,-2,-2,1,2,-1,0,C,1,5,4,1,0.03499760574164727
18,2,105,19,0.96805,5,-2,3,2,2,1,-1,3,1,3,2,-2,-3,-3,L,1,4,3,1,0.03499760574164727
19,2,105,20,2.7347,-3,0,-3,-3,-1,2,-1,2,0,-2,2,-1,-1,1,R,1,4,3,0,0.03499760574164727
20,2,105,21,1.3523,-3,-4,-7,2,1,-2,-2,-1,1,0,-3,1,1,-2,L,1,6,3,1,0.03499760574164727
21,2,105,22,1.0679,6,-4,2,2,-1,0,-1,3,2,1,-3,0,-3,2,L,1,4,3,1,0.03499760574164727
22,2,105,23,1.1523,5,0,5,2,1,0,-1,2,0,2,-1,-1,1,0,L,1,3,3,1,0.03499760574164727
23,2,105,24,1.0686,-10,5,-5,-1,2,-2,-3,-4,2,-3,1,0,1,2,R,0,5,3,1,0.03499760574164727
24,2,105,25,2.2686,-4,-4,-8,-2,-4,0,1,-2,-4,-1,1,-1,1,1,C,0,4,2,1,0.03499760574164727
25,2,105,26,0.8016,4,6,10,2,3,1,-1,-3,3,2,3,2,-2,0,C,1,4,4,0,0.03499760574164727
26,2,105,27,1.968,-12,-7,-19,-3,-2,-2,-1,-1,-3,-4,2,1,0,-3,L,0,5,5,1,0.03499760574164727
27,2,105,28,1.3518,-1,-5,-6,-2,-1,1,-3,1,2,3,-3,-2,-2,2,L,1,3,4,1,0.03499760574164727
28,2,105,29,1.2681,5,4,9,2,1,2,1,2,2,-1,-2,1,3,-1,C,1,3,4,1,0.03499760574164727
29,2,105,30,1.0187,7,2,9,3,0,3,0,3,-1,-1,1,-2,0,2,C,1,4,3,1,0.03499760574164727
30,2,105,31,1.7679,-2,-1,-3,1,1,1,-3,0,0,-2,-1,1,0,2,C,1,4,5,0,0.03499760574164727
31,2,105,32,1.3517,-9,-4,-13,1,-3,0,0,-4,2,-3,-3,-4,-1,1,R,1,4,4,0,0.03499760574164727
32,2,105,33,2.3686,5,6,11,1,1,2,-1,2,3,2,3,-1,2,-2,R,1,3,5,0,0.03499760574164727
33,2,105,34,0.86851,-4,-6,-10,-1,0,-1,-2,2,1,-3,-1,-3,-2,-2,C,1,3,3,1,0.03499760574164727
34,2,105,35,1.2182,-6,-7,-13,1,-3,-4,-2,-2,1,0,-1,1,-2,0,C,1,4,4,1,0.03499760574164727
35,2,105,36,1.8353,-7,-8,-15,-1,-2,1,-2,-2,-2,-1,-3,-4,2,-1,C,1,5,4,1,0.03499760574164727
36,2,105,37,1.0184,-4,-12,-16,2,0,2,-2,-3,-4,1,-4,-3,0,-2,C,1,3,3,1,0.03499760574164727
37,2,105,38,0.88588,-6,7,1,2,-2,-2,3,-2,3,0,0,-3,2,1,C,0,5,5,1,0.03499760574164727
38,2,105,39,1.6687,8,5,13,0,0,1,3,2,-2,1,3,2,-2,3,R,1,3,3,1,0.03499760574164727
39,2,105,40,1.8183,2,-4,-2,0,2,3,0,0,-3,-1,-3,0,2,-2,L,0,3,4,0,0.03499760574164727
40,2,105,41,1.8521,-2,-9,-11,1,1,2,-3,0,-3,-2,-1,-2,1,-4,L,1,5,4,1,0.03499760574164727
41,2,105,42,0.96822,-12,-20,-32,-2,-4,1,-3,-3,-3,-3,-3,-3,-3,-4,L,1,3,2,1,0.03499760574164727
42,2,105,43,2.7352,-2,1,-1,0,1,1,1,3,2,-2,0,-2,0,-3,L,0,4,3,1,0.03499760574164727
43,2,105,44,1.5016,1,-9,-8,0,-3,-2,-3,-1,0,1,-3,0,2,-2,R,1,5,3,1,0.03499760574164727
44,2,105,45,3.8179,1,0,1,1,-2,-2,0,1,1,0,-2,0,1,2,R,0,3,4,0,0.03499760574164727
45,2,105,46,1.4022,-5,-11,-16,-3,1,0,0,-3,-4,-3,-4,2,0,-4,L,1,3,3,1,0.03499760574164727
46,2,105,47,1.7015,-7,-9,-16,0,-4,-1,-4,-3,1,1,-2,-3,-1,1,R,1,4,4,1,0.03499760574164727
47,2,105,48,1.3352,-6,5,-1,-1,1,-3,2,1,2,1,2,0,-1,-1,C,0,5,3,1,0.03499760574164727
48,2,105,49,0.9354,-8,2,-6,-4,-3,-1,0,-1,2,-4,-1,1,2,2,R,0,3,4,1,0.03499760574164727
49,2,105,50,0.61866,9,-6,3,2,2,-2,-2,3,-3,1,-2,3,-3,2,R,1,4,3,1,0.03499760574164727
50,2,105,51,1.8179,-5,-3,-8,-1,-4,-2,1,-1,0,-3,1,2,0,-1,L,0,5,4,1,0.03499760574164727
51,2,105,52,3.2679,-5,-2,-7,-2,2,0,-2,-2,-2,2,0,-3,2,-2,L,0,4,3,1,0.03499760574164727
52,2,105,54,2.4184,-2,-5,-7,-1,-4,2,-2,-3,1,-1,1,-1,-1,0,L,1,3,5,1,0.03499760574164727
53,2,105,55,0.60222,-2,-14,-16,-3,-4,2,1,0,-4,2,-4,-2,1,-4,L,1,5,2,1,0.03499760574164727
54,2,105,56,0.80191,-8,5,-3,-1,2,-1,2,0,2,-4,-1,1,1,-1,R,0,5,3,1,0.03499760574164727
55,2,105,57,0.66876,-1,10,9,1,3,-3,3,0,2,-1,0,0,3,-1,C,0,5,3,1,0.03499760574164727
56,2,105,58,0.6682,-2,-5,-7,2,-1,0,0,-3,0,0,-2,0,0,-2,R,1,4,3,1,0.03499760574164727
57,2,105,59,0.51863,-2,9,7,-3,0,-3,3,2,2,1,3,0,3,-2,R,0,4,3,1,0.03499760574164727
58,2,105,60,0.5023,-6,8,2,2,0,-3,3,-1,2,1,1,-2,2,0,R,0,5,4,1,0.03499760574164727
59,2,105,61,0.98543,-3,-2,-5,-2,-3,1,-3,0,2,1,1,1,0,1,C,1,4,3,0,0.03499760574164727
60,2,105,62,0.88504,1,3,4,2,0,-1,-2,2,1,-2,3,2,2,-1,C,1,3,5,0,0.03499760574164727
61,2,105,63,0.78472,1,5,6,0,2,1,2,-3,2,1,2,1,0,-3,R,0,3,3,1,0.03499760574164727
62,2,105,64,1.5351,-14,-5,-19,0,-2,-4,0,-4,-2,-2,2,0,-3,0,L,0,3,4,1,0.03499760574164727
63,2,105,65,0.88536,-14,1,-13,-2,1,-1,1,1,2,-4,0,-4,0,-3,R,0,4,3,1,0.03499760574164727
64,2,105,66,0.83478,-3,-1,-4,-3,-1,2,1,2,-2,1,1,-2,1,-1,C,1,4,2,0,0.03499760574164727
65,2,105,67,0.68556,6,-7,-1,3,-3,-2,-2,0,1,2,-1,3,-2,0,C,1,4,4,1,0.03499760574164727
66,2,105,68,0.6019,-5,9,4,1,3,-1,-1,1,1,-2,3,-1,0,3,L,0,4,3,1,0.03499760574164727
67,2,105,69,0.63508,11,-2,9,3,-1,1,0,-2,2,3,-2,3,-3,2,C,1,3,5,1,0.03499760574164727
68,2,105,70,1.702,-6,-2,-8,-4,2,1,-2,-1,-2,1,0,-4,-2,2,R,0,3,3,1,0.03499760574164727
69,2,105,71,0.90222,6,-2,4,-2,2,3,-2,1,-2,3,0,-2,-2,2,L,1,3,3,1,0.03499760574164727
70,2,105,72,1.2681,4,3,7,-1,-2,0,-2,0,3,2,3,2,-2,3,L,1,4,2,1,0.03499760574164727
71,2,105,73,1.252,1,-6,-5,1,-2,1,-3,-2,-1,0,2,0,1,-3,R,1,3,4,1,0.03499760574164727
72,2,105,74,1.8346,-7,-1,-8,0,-1,-1,-1,-4,1,1,2,1,-1,-1,C,1,4,2,0,0.03499760574164727
73,2,105,75,0.83468,-5,5,0,-3,0,1,2,1,2,-3,-3,-2,2,2,L,0,3,3,1,0.03499760574164727
74,2,105,76,2.068,-11,-9,-20,-2,-3,-4,-3,-3,0,-1,-3,-2,2,-2,L,0,5,3,1,0.03499760574164727
75,2,105,77,1.2351,-3,-4,-7,1,0,-3,-3,0,2,0,-3,1,-2,2,C,1,4,4,1,0.03499760574164727
76,2,105,78,1.052,3,7,10,0,0,2,-2,2,3,2,3,0,1,2,R,1,3,5,0,0.03499760574164727
77,2,105,79,1.8353,-12,-1,-13,-2,2,1,-3,-3,-1,0,1,-4,0,0,C,0,5,4,1,0.03499760574164727
78,2,105,80,1.3189,4,3,7,-1,2,3,-1,3,-3,-1,2,-2,2,1,L,0,4,3,0,0.03499760574164727
79,2,105,81,1.1519,0,-4,-4,2,2,0,2,-2,-3,-2,1,2,-3,-3,L,0,3,3,0,0.03499760574164727
80,2,105,82,1.4013,3,1,4,0,1,1,-1,3,-3,-2,2,-2,0,2,C,1,4,4,1,0.03499760574164727
81,2,105,83,1.6348,-6,-4,-10,2,-2,-3,1,-1,0,1,-1,-2,0,-2,R,1,5,4,0,0.03499760574164727
82,2,105,84,0.73556,-5,-3,-8,0,1,0,1,-2,0,0,0,-3,-3,-2,R,0,3,4,1,0.03499760574164727
83,2,105,85,3.1679,-8,-10,-18,-3,-1,-3,-2,-2,-4,1,-4,-1,0,1,L,1,5,5,1,0.03499760574164727
84,2,105,86,4.0355,3,-1,2,1,2,-1,-3,3,-1,3,2,-1,-3,2,C,1,4,2,1,0.03499760574164727
85,2,105,87,1.7682,-5,-13,-18,-1,-4,-3,-1,2,-1,-3,1,-2,-4,-4,C,1,4,3,1,0.03499760574164727
86,2,105,88,2.1183,-5,-2,-7,-3,0,-3,2,1,0,-1,-1,0,0,-3,C,0,4,4,1,0.03499760574164727
87,2,105,89,0.73489,9,-4,5,3,0,-1,-3,2,2,2,-3,3,-2,2,C,1,4,4,1,0.03499760574164727
88,2,105,90,3.3851,-3,-2,-5,0,0,1,-3,-2,1,-2,-1,-2,1,0,R,1,4,4,0,0.03499760574164727
89,2,105,91,0.93459,-9,-2,-11,1,-3,1,2,-4,-3,-4,0,-4,2,0,R,0,2,3,1,0.03499760574164727
90,2,105,92,1.9021,-1,-2,-3,1,-1,-1,0,-4,2,1,-2,1,-3,2,R,1,3,5,1,0.03499760574164727
91,2,105,93,1.4183,10,15,25,2,3,2,3,1,3,2,0,1,3,3,C,0,2,2,1,0.03499760574164727
92,2,105,94,2.2185,-7,0,-7,-2,-1,-1,0,-3,1,2,-2,0,3,-1,C,0,5,4,1,0.03499760574164727
93,2,105,95,1.5686,1,5,6,0,2,1,2,-3,2,1,2,1,0,-3,R,0,3,3,1,0.03499760574164727
94,2,105,96,0.78475,1,-1,0,0,-2,1,2,3,2,-2,2,0,-2,-3,C,0,5,3,0,0.03499760574164727
95,2,105,97,2.6851,-7,-7,-14,-2,1,0,0,2,-1,-1,-4,-3,1,-4,R,1,5,3,1,0.03499760574164727
96,2,105,98,2.218,-2,3,1,-2,0,-2,0,1,2,0,2,0,-2,1,L,0,3,4,1,0.03499760574164727
97,2,105,99,2.3521,2,5,7,1,2,0,-3,-2,2,-1,1,2,1,2,R,0,5,3,1,0.03499760574164727
98,2,105,100,1.1352,-12,-8,-20,-2,-2,1,-1,-3,-1,-3,-1,-3,-1,-2,C,1,3,2,0,0.03499760574164727
99,2,105,101,0.66798,5,-7,-2,3,-2,2,0,1,2,-2,-1,3,-3,-3,R,1,4,4,1,0.03499760574164727
100,2,105,102,2.0511,-5,-4,-9,1,1,-3,1,-3,-1,-3,1,1,-4,-2,C,1,3,3,0,0.03499760574164727
101,2,105,103,2.4016,1,-5,-4,1,1,-1,-3,-1,-3,-1,1,0,2,-3,L,0,4,3,0,0.03499760574164727
102,2,105,105,1.1351,-2,-13,-15,-3,-4,2,1,2,-3,-3,-2,0,-4,-1,C,1,3,4,1,0.03499760574164727
103,2,105,106,0.76833,8,-5,3,3,1,3,-3,1,-3,3,-3,-2,1,2,L,1,4,3,1,0.03499760574164727
104,2,105,107,2.5356,-7,3,-4,0,-2,-1,-2,-3,3,1,0,-3,1,3,C,0,4,4,1,0.03499760574164727
105,2,105,108,0.96828,-3,6,3,0,-2,1,-2,-3,1,2,3,-3,3,3,R,0,4,2,1,0.03499760574164727
106,2,105,109,1.5015,1,4,5,2,-2,-3,3,0,3,2,-2,2,-1,3,R,0,4,3,1,0.03499760574164727
107,2,105,110,1.2682,3,10,13,2,1,1,0,1,0,0,3,2,3,3,L,0,4,3,1,0.03499760574164727
108,2,105,111,2.2851,-1,-9,-10,2,-1,-3,-3,-1,1,2,1,-3,-3,-4,L,1,3,4,1,0.03499760574164727
109,2,105,112,0.73501,-11,3,-8,-4,-1,-3,-3,0,1,1,2,-1,2,2,L,0,5,3,1,0.03499760574164727
110,2,105,113,1.1684,-2,-1,-3,-3,-2,2,3,2,-1,-3,0,0,-2,1,L,0,3,4,1,0.03499760574164727
111,2,105,114,1.9018,0,-1,-1,0,2,3,-3,-1,-1,2,1,-2,0,0,R,1,5,4,1,0.03499760574164727
112,2,105,115,0.71849,-10,-1,-11,-2,-1,-4,2,-1,-2,0,-2,-4,1,1,L,0,5,4,1,0.03499760574164727
113,2,105,116,0.75136,5,-8,-3,1,-2,3,-2,0,-2,1,-3,-2,2,-1,R,1,5,4,1,0.03499760574164727
114,2,105,117,1.4516,-20,-7,-27,-3,0,-3,2,-3,-3,-3,0,-4,-3,-3,L,0,2,3,1,0.03499760574164727
115,2,105,118,2.0516,-5,-3,-8,1,1,-1,-3,1,-1,-2,1,-1,-2,1,C,0,4,3,1,0.03499760574164727
116,2,105,119,1.3687,-6,-3,-9,-4,0,-4,1,-1,-3,1,2,1,-3,0,L,0,3,4,1,0.03499760574164727
117,2,105,120,1.602,-5,2,-3,1,0,1,0,1,-1,-3,1,-4,0,2,C,1,4,3,0,0.03499760574164727
118,2,105,121,1.7009,-8,-7,-15,-1,0,-1,2,-1,-3,-1,0,-2,-3,-3,C,0,2,3,1,0.03499760574164727
119,2,105,122,0.81872,-2,3,1,1,3,2,-1,0,-1,-2,1,-2,3,-2,R,0,5,4,1,0.03499760574164727
120,2,105,123,0.80142,-4,3,-1,-3,3,0,2,2,-2,-3,-1,-1,-2,3,R,0,5,4,1,0.03499760574164727
121,2,105,124,3.0512,-10,2,-8,-2,3,-3,1,1,-2,0,-1,-3,-2,3,C,0,4,4,1,0.03499760574164727
122,2,105,125,1.6516,10,3,13,2,1,2,1,1,1,2,-2,1,1,1,L,1,2,2,1,0.03499760574164727
123,2,105,126,0.60168,5,-1,4,2,-1,1,-1,-2,1,3,2,3,-1,-1,C,1,4,2,1,0.03499760574164727
124,2,105,127,3.0349,5,3,8,-2,2,3,2,0,2,-1,0,2,0,-3,L,1,5,3,1,0.03499760574164727
125,2,105,128,1.9182,3,4,7,2,-2,0,2,1,0,1,-1,2,3,2,R,0,4,4,1,0.03499760574164727
126,2,105,129,0.70172,3,10,13,1,2,1,2,1,1,-2,2,1,1,2,C,0,2,2,1,0.03499760574164727
127,2,105,130,0.51887,5,-10,-5,0,-3,3,-2,-2,-2,2,-3,2,0,0,L,1,4,3,1,0.03499760574164727
128,2,105,131,0.55229,-11,-6,-17,0,-4,-2,1,-3,-4,-2,1,-2,1,-1,R,0,3,3,1,0.03499760574164727
129,2,105,132,0.45232,3,-5,-2,0,-2,2,-4,2,1,2,1,0,-1,0,L,1,3,5,1,0.03499760574164727
130,2,105,133,0.50168,-2,3,1,-3,3,2,3,-3,-2,0,-2,2,-2,3,R,0,3,2,1,0.03499760574164727
131,2,105,134,1.4023,4,-2,2,-2,2,3,2,3,0,0,-2,-2,-2,-2,R,1,4,2,1,0.03499760574164727
132,2,105,135,3.1681,7,5,12,-1,0,3,2,3,2,-1,-3,0,2,2,C,0,3,3,0,0.03499760574164727
133,2,105,136,0.80162,-15,-2,-17,-2,0,-1,-3,-4,1,-4,-1,-4,1,0,C,0,4,4,1,0.03499760574164727
134,2,105,137,1.0515,-3,-4,-7,1,1,1,1,-3,-1,-2,1,2,-4,-2,R,1,4,3,1,0.03499760574164727
135,2,105,138,1.7187,6,1,7,0,-2,2,2,2,-1,1,1,-1,-2,3,R,0,4,4,0,0.03499760574164727
136,2,105,139,0.61831,-6,0,-6,0,-2,-1,2,-1,2,-2,-2,-2,-1,1,L,0,3,4,1,0.03499760574164727
137,2,105,140,0.68519,-7,-14,-21,-3,-2,1,-2,-2,-4,-1,0,-3,-2,-4,R,1,4,3,1,0.03499760574164727
138,2,105,141,1.0351,13,5,18,2,2,3,2,-1,2,3,2,3,0,-3,L,1,3,3,1,0.03499760574164727
139,2,105,142,0.88511,-7,-10,-17,-2,-3,1,-2,-4,-2,0,-3,0,0,0,L,1,4,3,1,0.03499760574164727
140,2,105,143,0.98525,-2,-2,-4,-3,-2,2,3,0,-2,2,-2,-2,3,-2,R,0,5,2,1,0.03499760574164727
141,2,105,144,0.58472,-3,-7,-10,0,0,-2,-1,2,1,-3,-4,-1,1,-4,L,1,6,4,1,0.03499760574164727
142,2,105,145,1.5189,6,6,12,-2,-1,3,2,0,0,3,2,3,1,2,L,1,4,3,1,0.03499760574164727
143,2,105,147,0.73453,3,1,4,-1,-2,-3,-1,1,2,2,3,2,1,-2,L,1,4,4,1,0.03499760574164727
144,2,105,148,0.63525,12,5,17,3,2,1,0,2,2,1,2,3,-1,0,L,1,3,3,1,0.03499760574164727
145,2,105,149,0.56787,-2,-8,-10,2,-4,2,1,0,1,-2,-2,-2,-4,0,C,1,3,4,1,0.03499760574164727
146,2,105,150,0.51885,-5,-11,-16,1,-1,-3,-3,-3,-3,1,-3,2,-2,1,C,1,3,4,1,0.03499760574164727
147,2,106,1,7.0521,-5,-3,-8,-3,-2,-2,-4,1,0,2,1,0,1,1,L,0,5,3,1,-0.01491283994948784
148,2,106,2,0.91853,3,-6,-3,-2,-2,3,-2,3,-1,-1,1,0,-2,0,L,1,4,3,1,-0.01491283994948784
149,2,106,3,8.2807,-8,-7,-15,-4,-3,1,2,1,-2,-4,-1,-1,-3,0,C,0,3,4,1,-0.01491283994948784
150,2,106,4,4.9851,-8,-8,-16,-3,-4,2,1,-3,-1,-3,1,2,-3,-2,R,0,2,4,1,-0.01491283994948784
151,2,106,5,4.8014,-13,-14,-27,-1,-2,1,-2,-4,-2,-1,-2,-4,-3,-3,C,1,3,2,1,-0.01491283994948784
152,2,106,6,3.9521,1,-8,-7,-3,-2,-1,1,2,-4,2,-2,0,-2,1,R,1,5,2,1,-0.01491283994948784
153,2,106,7,1.8683,-1,-13,-14,2,-3,1,-1,0,1,-3,-2,2,-4,-4,L,1,4,4,1,-0.01491283994948784
154,2,106,8,2.8182,4,0,4,3,-3,-1,2,-1,0,1,2,-1,-3,2,C,1,3,2,1,-0.01491283994948784
155,2,106,9,6.3022,-9,-1,-10,-1,1,-3,0,1,2,-4,-3,-2,2,-3,L,0,6,4,1,-0.01491283994948784
156,2,106,10,6.1181,-6,-9,-15,-2,-4,-2,1,-1,1,1,-3,-2,-2,-2,L,0,4,4,0,-0.01491283994948784
157,2,106,11,1.5686,3,2,5,3,2,-1,-1,0,2,1,-2,2,2,-1,L,1,6,3,1,-0.01491283994948784
158,2,106,12,2.1354,-3,2,-1,2,-2,1,1,-3,3,-2,-2,-3,0,2,L,0,4,4,1,-0.01491283994948784
159,2,106,13,3.002,-3,-5,-8,-1,1,-3,-2,0,1,2,-3,1,1,-3,R,1,6,3,1,-0.01491283994948784
160,2,106,14,0.98481,-14,-1,-15,-3,0,-3,2,-3,-1,-4,0,1,-3,1,L,0,4,4,1,-0.01491283994948784
161,2,106,15,4.6015,-1,-2,-3,0,-1,2,-1,-1,-1,0,-2,-3,3,0,R,0,5,4,0,-0.01491283994948784
162,2,106,16,6.8687,3,4,7,-1,-2,2,-2,1,3,2,2,2,1,2,L,1,4,3,0,-0.01491283994948784
163,2,106,17,2.802,0,-10,-10,1,-2,-1,-2,2,1,0,-4,-1,-4,1,L,1,4,3,1,-0.01491283994948784
164,2,106,18,4.7688,-3,-5,-8,-1,0,0,-2,2,-4,-3,1,-3,-1,1,L,0,4,4,0,-0.01491283994948784
165,2,106,19,2.6188,-13,0,-13,-4,2,-3,-3,0,-1,-2,1,-3,2,-1,C,0,5,4,1,-0.01491283994948784
166,2,106,20,0.93489,9,1,10,1,-1,3,-3,3,2,3,2,1,0,1,R,1,3,5,1,-0.01491283994948784
167,2,106,21,2.1517,4,-8,-4,-2,-3,3,2,1,-3,3,-3,-1,2,-3,C,1,5,2,1,-0.01491283994948784
168,2,106,22,13.7522,-4,-4,-8,2,-1,0,-2,-3,2,-2,1,-3,-2,-2,R,1,4,3,1,-0.01491283994948784
169,2,106,23,5.2517,-8,-13,-21,-1,-4,-1,0,-3,-3,1,-2,-1,-4,0,L,1,3,3,1,-0.01491283994948784
170,2,106,24,1.6015,-4,1,-3,-1,2,-1,2,-2,2,0,-2,-1,-3,0,C,0,4,4,1,-0.01491283994948784
171,2,106,25,0.80179,-8,3,-5,-4,-1,-4,2,1,1,0,2,-1,2,-3,R,0,4,3,1,-0.01491283994948784
172,2,106,26,1.1183,5,-6,-1,3,-1,-2,2,0,-2,2,1,1,-3,-3,L,1,5,4,1,-0.01491283994948784
173,2,106,27,4.2686,-5,-15,-20,-1,-4,-3,-4,-2,-1,0,-4,-1,1,-3,L,1,5,3,1,-0.01491283994948784
174,2,106,28,1.0515,-7,4,-3,0,2,-4,2,-1,1,-2,-1,-1,2,-2,L,0,5,3,1,-0.01491283994948784
175,2,106,29,1.668,3,-1,2,1,1,-1,0,3,2,-2,-3,0,2,-3,C,1,6,4,1,-0.01491283994948784
176,2,106,30,0.71789,11,-4,7,3,0,-2,-1,3,-3,2,-2,2,1,1,L,1,3,4,1,-0.01491283994948784
177,2,106,31,5.3015,-9,-7,-16,-4,-2,1,0,1,-3,0,0,-3,0,-2,C,0,4,2,1,-0.01491283994948784
178,2,106,32,2.6183,-5,-11,-16,0,0,-2,-4,-2,-4,-2,0,-1,1,-4,R,1,4,3,1,-0.01491283994948784
179,2,106,33,1.2181,1,-8,-7,-1,1,1,-3,-1,-3,3,-1,-2,1,-3,R,1,4,3,1,-0.01491283994948784
180,2,106,34,2.6021,-1,5,4,1,0,0,0,-3,2,2,3,2,0,0,L,0,4,2,1,-0.01491283994948784
181,2,106,35,3.4519,-10,-4,-14,1,-1,-1,2,-4,-1,-4,-2,1,-1,-1,C,0,4,3,1,-0.01491283994948784
182,2,106,36,8.3683,-3,-2,-5,1,-2,-2,2,-4,2,1,-2,1,-3,1,R,0,4,4,1,-0.01491283994948784
183,2,106,37,0.78482,-3,4,1,2,2,-2,3,-2,1,0,-1,2,-1,0,C,0,4,4,1,-0.01491283994948784
184,2,106,38,0.76821,1,11,12,-2,1,2,3,2,3,-2,-2,-1,3,3,L,0,3,3,1,-0.01491283994948784
185,2,106,39,1.0851,7,-8,-1,2,-1,2,0,3,2,1,-3,1,-3,-3,R,1,4,3,1,-0.01491283994948784
186,2,106,40,4.8518,-7,-5,-12,-3,-1,1,0,1,2,1,-3,-3,-1,-2,R,0,3,4,1,-0.01491283994948784
187,2,106,41,3.7849,-11,-8,-19,-3,1,-1,-3,-3,-3,1,-1,-4,1,-3,R,1,4,3,0,-0.01491283994948784
188,2,106,42,5.3184,7,4,11,2,0,0,-2,0,3,1,-2,2,3,2,L,1,3,4,1,-0.01491283994948784
189,2,106,43,3.5354,-8,-3,-11,0,2,1,-2,-1,-2,-3,0,-3,2,-3,L,0,5,4,1,-0.01491283994948784
190,2,106,44,7.1013,-8,5,-3,-2,2,-1,0,1,-3,-3,2,-4,2,2,L,0,5,2,1,-0.01491283994948784
191,2,106,45,3.5687,-2,-8,-10,-3,1,2,1,2,-1,-1,-3,-3,-3,-3,C,1,4,2,1,-0.01491283994948784
192,2,106,46,2.5353,4,5,9,0,2,1,0,3,-3,-1,2,-2,2,2,L,1,5,2,0,-0.01491283994948784
193,2,106,47,1.2012,0,-2,-2,2,1,-2,0,2,-4,2,1,-3,1,-1,R,1,4,3,1,-0.01491283994948784
194,2,106,48,1.4355,3,-11,-8,2,0,-2,-2,0,0,2,-3,-1,-2,-4,C,0,4,4,0,-0.01491283994948784
195,2,106,49,3.0854,3,1,4,2,2,-2,0,0,2,2,-1,-1,0,-2,R,1,4,4,1,-0.01491283994948784
196,2,106,50,2.2683,-9,0,-9,-1,-3,0,-3,-4,0,1,2,-4,2,2,L,0,4,2,1,-0.01491283994948784
197,2,106,51,5.1019,-10,-6,-16,1,1,1,-1,-4,-3,0,-3,-4,1,-1,R,0,3,3,1,-0.01491283994948784
198,2,106,52,6.0857,-12,1,-11,1,-3,-3,2,-3,2,-1,-1,-4,1,0,L,0,5,5,1,-0.01491283994948784
199,2,106,53,2.3188,0,0,0,-3,-2,2,1,-1,-1,2,1,2,0,1,C,1,4,3,1,-0.01491283994948784
200,2,106,54,4.6686,4,-3,1,-2,2,3,2,-2,-3,1,-3,3,-3,2,R,1,3,2,1,-0.01491283994948784
201,2,106,55,4.2188,8,1,9,1,2,1,2,0,2,2,-2,1,-3,0,R,1,4,4,1,-0.01491283994948784
202,2,106,56,1.6854,11,7,18,3,1,3,2,3,-2,3,2,1,2,2,R,1,3,2,1,-0.01491283994948784
203,2,106,57,6.9517,-7,-4,-11,-2,-1,1,-3,-3,0,-3,1,0,-3,2,R,1,4,4,0,-0.01491283994948784
204,2,106,58,1.1848,-2,11,9,0,3,0,3,1,3,-3,0,2,2,0,R,0,5,3,1,-0.01491283994948784
205,2,106,59,2.3686,4,1,5,3,0,1,1,-2,1,1,-1,1,1,-1,C,1,4,3,1,-0.01491283994948784
