,X,subject,trialN,subj_idx,response,rt,task,relativeValue,totalValue,memSlideScore,memChoiceScore,Left_sum,Right_sum,absRelativeValue,accuracy,arr_L,arr_R,N_L,N_R,L-R,|L-R|,trial_total,order,nValDiff,task2,value_type
3196,6358,s8v8nuxv8,9,44,1,0.6121,experiment_VB,11,65,11.6,0.6,38,27,11,1,"[8, 5, 8, 7, 3, 7]","[7, 3, 6, 3, 2, 6]",4,4,0,0,9,VB_FR,0,Value-Based Reward,High-Value
3197,6359,s8v8nuxv8,10,44,1,0.7674,experiment_VB,5,59,11.6,0.6,32,27,5,1,"[5, 8, 1, 3, 7, 8]","[8, 5, 8, 3, 2, 1]",5,5,0,0,10,VB_FR,0,Value-Based Reward,High-Value
3198,6360,s8v8nuxv8,12,44,0,1.2135,experiment_VB,-6,52,11.6,0.6,23,29,6,1,"[4, 6, 1, 4, 4, 4]","[1, 6, 6, 8, 6, 2]",3,4,-1,1,11,VB_FR,1,Value-Based Reward,Middle-Value
3199,6361,s8v8nuxv8,13,44,0,0.8818,experiment_VB,-6,64,11.6,0.6,29,35,6,1,"[4, 6, 3, 8, 4, 4]","[4, 7, 6, 6, 8, 4]",4,4,0,0,12,VB_FR,0,Value-Based Reward,High-Value
3200,6362,s8v8nuxv8,14,44,0,0.6861,experiment_VB,-9,51,11.6,0.6,21,30,9,1,"[4, 8, 1, 4, 1, 3]","[7, 5, 1, 7, 8, 2]",4,5,-1,1,13,VB_FR,1,Value-Based Reward,Middle-Value
3201,6363,s8v8nuxv8,15,44,1,0.9701,experiment_VB,9,49,11.6,0.6,29,20,9,1,"[3, 3, 7, 5, 7, 4]","[2, 1, 6, 6, 1, 4]",4,4,0,0,14,VB_FR,0,Value-Based Reward,Middle-Value
3202,6364,s8v8nuxv8,16,44,1,0.5994,experiment_VB,13,57,11.6,0.6,35,22,13,1,"[7, 4, 8, 7, 3, 6]","[3, 4, 2, 6, 1, 6]",5,5,0,0,15,VB_FR,0,Value-Based Reward,Middle-Value
3203,6365,s8v8nuxv8,17,44,0,0.5835,experiment_VB,6,40,11.6,0.6,23,17,6,0,"[8, 4, 6, 1, 1, 3]","[3, 1, 3, 2, 3, 5]",5,4,1,1,16,VB_FR,1,Value-Based Reward,Low-Value
3204,6366,s8v8nuxv8,18,44,0,0.6234,experiment_VB,-13,57,11.6,0.6,22,35,13,1,"[1, 7, 2, 2, 2, 8]","[7, 2, 7, 7, 8, 4]",4,4,0,0,17,VB_FR,0,Value-Based Reward,Middle-Value
3205,6367,s8v8nuxv8,19,44,0,0.9978,experiment_VB,0,54,11.6,0.6,27,27,0,1,"[3, 4, 5, 3, 6, 6]","[6, 4, 8, 4, 2, 3]",4,5,-1,1,18,VB_FR,1,Value-Based Reward,Middle-Value
3206,6368,s8v8nuxv8,20,44,1,0.5275,experiment_VB,12,56,11.6,0.6,34,22,12,1,"[3, 5, 4, 7, 7, 8]","[6, 1, 3, 5, 1, 6]",5,4,1,1,19,VB_FR,1,Value-Based Reward,Middle-Value
3207,6369,s8v8nuxv8,21,44,0,0.7164,experiment_VB,4,48,11.6,0.6,26,22,4,0,"[4, 3, 4, 8, 4, 3]","[7, 3, 3, 1, 5, 3]",3,4,-1,1,20,VB_FR,1,Value-Based Reward,Low-Value
3208,6370,s8v8nuxv8,22,44,0,0.8123,experiment_VB,-13,49,11.6,0.6,18,31,13,1,"[3, 1, 4, 8, 1, 1]","[5, 3, 5, 4, 8, 6]",4,5,-1,1,21,VB_FR,1,Value-Based Reward,Middle-Value
3209,6371,s8v8nuxv8,23,44,1,0.7455,experiment_VB,8,60,11.6,0.6,34,26,8,1,"[5, 7, 5, 8, 4, 5]","[1, 1, 6, 6, 8, 4]",4,4,0,0,22,VB_FR,0,Value-Based Reward,High-Value
3210,6372,s8v8nuxv8,24,44,1,0.6669,experiment_VB,10,56,11.6,0.6,33,23,10,1,"[6, 8, 3, 3, 6, 7]","[8, 4, 1, 3, 5, 2]",4,6,-2,2,23,VB_FR,2,Value-Based Reward,Middle-Value
3211,6373,s8v8nuxv8,25,44,0,0.6627,experiment_VB,-16,50,11.6,0.6,17,33,16,1,"[1, 6, 3, 2, 2, 3]","[4, 5, 8, 4, 7, 5]",4,4,0,0,24,VB_FR,0,Value-Based Reward,Middle-Value
3212,6374,s8v8nuxv8,26,44,1,1.0686,experiment_VB,7,45,11.6,0.6,26,19,7,1,"[3, 4, 8, 3, 2, 6]","[5, 1, 4, 6, 1, 2]",5,5,0,0,25,VB_FR,0,Value-Based Reward,Low-Value
3213,6375,s8v8nuxv8,27,44,1,0.8577,experiment_VB,4,60,11.6,0.6,32,28,4,1,"[4, 8, 2, 8, 2, 8]","[7, 8, 3, 2, 4, 4]",3,5,-2,2,26,VB_FR,2,Value-Based Reward,High-Value
3214,6376,s8v8nuxv8,28,44,1,0.7351,experiment_VB,5,61,11.6,0.6,33,28,5,1,"[5, 7, 4, 2, 8, 7]","[5, 3, 3, 8, 2, 7]",5,5,0,0,27,VB_FR,0,Value-Based Reward,High-Value
3215,6377,s8v8nuxv8,29,44,0,0.8463,experiment_VB,-3,49,11.6,0.6,23,26,3,1,"[1, 6, 1, 7, 5, 3]","[2, 2, 7, 5, 2, 8]",5,4,1,1,28,VB_FR,1,Value-Based Reward,Middle-Value
3216,6378,s8v8nuxv8,30,44,1,0.8318,experiment_VB,-5,65,11.6,0.6,30,35,5,0,"[3, 5, 7, 1, 8, 6]","[3, 8, 6, 3, 8, 7]",6,4,2,2,29,VB_FR,2,Value-Based Reward,High-Value
3217,6379,s8v8nuxv8,31,44,1,0.6653,experiment_VB,1,67,11.6,0.6,34,33,1,1,"[2, 7, 5, 6, 7, 7]","[7, 8, 3, 5, 5, 5]",4,4,0,0,30,VB_FR,0,Value-Based Reward,High-Value
3218,6380,s8v8nuxv8,32,44,1,0.5738,experiment_VB,1,59,11.6,0.6,30,29,1,1,"[7, 7, 7, 3, 3, 3]","[6, 2, 8, 3, 7, 3]",2,5,-3,3,31,VB_FR,3,Value-Based Reward,High-Value
3219,6381,s8v8nuxv8,33,44,0,0.9403,experiment_VB,-6,68,11.6,0.6,31,37,6,1,"[2, 6, 6, 8, 1, 8]","[8, 4, 6, 6, 7, 6]",4,4,0,0,32,VB_FR,0,Value-Based Reward,High-Value
3220,6382,s8v8nuxv8,34,44,1,0.5771,experiment_VB,4,52,11.6,0.6,28,24,4,1,"[8, 8, 1, 3, 3, 5]","[4, 8, 2, 3, 4, 3]",4,4,0,0,33,VB_FR,0,Value-Based Reward,Middle-Value
3221,6383,s8v8nuxv8,35,44,1,0.9963,experiment_VB,3,55,11.6,0.6,29,26,3,1,"[5, 3, 6, 7, 2, 6]","[5, 3, 1, 8, 4, 5]",5,5,0,0,34,VB_FR,0,Value-Based Reward,Middle-Value
3222,6384,s8v8nuxv8,36,44,1,0.6277,experiment_VB,9,65,11.6,0.6,37,28,9,1,"[7, 8, 7, 5, 8, 2]","[3, 5, 3, 6, 8, 3]",4,4,0,0,35,VB_FR,0,Value-Based Reward,High-Value
3223,6385,s8v8nuxv8,37,44,1,0.8314,experiment_VB,0,50,11.6,0.6,25,25,0,0,"[3, 7, 5, 1, 6, 3]","[6, 1, 7, 4, 5, 2]",5,6,-1,1,36,VB_FR,1,Value-Based Reward,Middle-Value
3224,6386,s8v8nuxv8,38,44,1,0.7227,experiment_VB,8,48,11.6,0.6,28,20,8,1,"[7, 4, 6, 3, 2, 6]","[3, 7, 2, 3, 1, 4]",5,5,0,0,37,VB_FR,0,Value-Based Reward,Low-Value
3225,6387,s8v8nuxv8,39,44,0,0.5877,experiment_VB,-3,65,11.6,0.6,31,34,3,1,"[7, 3, 5, 4, 8, 4]","[4, 8, 8, 5, 7, 2]",5,5,0,0,38,VB_FR,0,Value-Based Reward,High-Value
3226,6388,s8v8nuxv8,40,44,1,0.7709,experiment_VB,-4,52,11.6,0.6,24,28,4,0,"[5, 6, 2, 6, 1, 4]","[7, 6, 3, 4, 4, 4]",5,4,1,1,39,VB_FR,1,Value-Based Reward,Middle-Value
3227,6389,s8v8nuxv8,41,44,0,0.7637,experiment_VB,-3,55,11.6,0.6,26,29,3,1,"[2, 8, 8, 2, 3, 3]","[7, 5, 4, 4, 8, 1]",3,5,-2,2,40,VB_FR,2,Value-Based Reward,Middle-Value
3228,6390,s8v8nuxv8,42,44,0,0.5411,experiment_VB,-8,46,11.6,0.6,19,27,8,1,"[2, 4, 8, 1, 1, 3]","[5, 4, 7, 1, 4, 6]",5,5,0,0,41,VB_FR,0,Value-Based Reward,Low-Value
3229,6391,s8v8nuxv8,43,44,1,0.4969,experiment_VB,-8,68,11.6,0.6,30,38,8,0,"[6, 7, 2, 4, 8, 3]","[7, 8, 8, 4, 6, 5]",6,5,1,1,42,VB_FR,1,Value-Based Reward,High-Value
3230,6392,s8v8nuxv8,44,44,1,0.5348,experiment_VB,16,50,11.6,0.6,33,17,16,1,"[2, 8, 4, 8, 3, 8]","[1, 5, 4, 5, 1, 1]",4,3,1,1,43,VB_FR,1,Value-Based Reward,Middle-Value
3231,6393,s8v8nuxv8,45,44,0,0.6917,experiment_VB,-13,45,11.6,0.6,16,29,13,1,"[4, 3, 1, 1, 6, 1]","[2, 7, 3, 6, 6, 5]",4,5,-1,1,44,VB_FR,1,Value-Based Reward,Low-Value
3232,6394,s8v8nuxv8,46,44,0,0.662,experiment_VB,0,50,11.6,0.6,25,25,0,0,"[4, 8, 6, 4, 2, 1]","[6, 5, 6, 2, 4, 2]",5,4,1,1,45,VB_FR,1,Value-Based Reward,Middle-Value
3233,6395,s8v8nuxv8,48,44,1,0.6064,experiment_VB,-8,58,11.6,0.6,25,33,8,0,"[8, 1, 6, 2, 7, 1]","[2, 6, 5, 6, 8, 6]",5,4,1,1,46,VB_FR,1,Value-Based Reward,Middle-Value
3234,6396,s8v8nuxv8,49,44,0,0.7566,experiment_VB,-1,71,11.6,0.6,35,36,1,1,"[6, 5, 8, 8, 2, 6]","[5, 6, 6, 8, 4, 7]",4,5,-1,1,47,VB_FR,1,Value-Based Reward,High-Value
3235,6397,s8v8nuxv8,50,44,0,0.7817,experiment_VB,-3,49,11.6,0.6,23,26,3,1,"[1, 5, 2, 1, 6, 8]","[4, 6, 1, 3, 7, 5]",5,6,-1,1,48,VB_FR,1,Value-Based Reward,Middle-Value
3236,6398,s8v8nuxv8,51,44,1,0.7847,experiment_VB,7,47,11.6,0.6,27,20,7,1,"[2, 1, 6, 6, 6, 6]","[5, 1, 4, 7, 1, 2]",3,5,-2,2,49,VB_FR,2,Value-Based Reward,Low-Value
3237,6399,s8v8nuxv8,52,44,0,0.5445,experiment_VB,-6,56,11.6,0.6,25,31,6,1,"[4, 6, 2, 1, 8, 4]","[2, 8, 7, 6, 3, 5]",5,6,-1,1,50,VB_FR,1,Value-Based Reward,Middle-Value
3238,6400,s8v8nuxv8,53,44,0,0.701,experiment_VB,-4,58,11.6,0.6,27,31,4,1,"[8, 4, 1, 1, 8, 5]","[7, 8, 5, 8, 1, 2]",4,5,-1,1,51,VB_FR,1,Value-Based Reward,Middle-Value
3239,6401,s8v8nuxv8,54,44,0,0.6181,experiment_VB,2,56,11.6,0.6,29,27,2,0,"[2, 3, 6, 5, 6, 7]","[6, 6, 6, 4, 3, 2]",5,4,1,1,52,VB_FR,1,Value-Based Reward,Middle-Value
3240,6402,s8v8nuxv8,55,44,1,0.8579,experiment_VB,1,53,11.6,0.6,27,26,1,1,"[3, 2, 4, 7, 6, 5]","[5, 8, 4, 3, 2, 4]",6,5,1,1,53,VB_FR,1,Value-Based Reward,Middle-Value
3241,6403,s8v8nuxv8,57,44,0,0.7603,experiment_VB,-7,61,11.6,0.6,27,34,7,1,"[3, 3, 7, 5, 5, 4]","[6, 5, 4, 7, 8, 4]",4,5,-1,1,54,VB_FR,1,Value-Based Reward,High-Value
3242,6404,s8v8nuxv8,58,44,1,0.7811,experiment_VB,8,40,11.6,0.6,24,16,8,1,"[6, 1, 3, 7, 1, 6]","[2, 2, 1, 5, 1, 5]",4,3,1,1,55,VB_FR,1,Value-Based Reward,Low-Value
3243,6405,s8v8nuxv8,60,44,1,0.7862,experiment_VB,5,55,11.6,0.6,30,25,5,1,"[3, 5, 8, 4, 2, 8]","[5, 2, 3, 3, 4, 8]",5,5,0,0,56,VB_FR,0,Value-Based Reward,Middle-Value
3244,6406,s8v8nuxv8,61,44,0,0.6799,experiment_VB,-8,58,11.6,0.6,25,33,8,1,"[3, 6, 6, 1, 7, 2]","[8, 5, 7, 1, 4, 8]",5,5,0,0,57,VB_FR,0,Value-Based Reward,Middle-Value
3245,6407,s8v8nuxv8,62,44,1,0.8746,experiment_VB,0,52,11.6,0.6,26,26,0,1,"[5, 4, 2, 1, 7, 7]","[1, 8, 3, 8, 3, 3]",5,3,2,2,58,VB_FR,2,Value-Based Reward,Middle-Value
3246,6408,s8v8nuxv8,63,44,1,1.0564,experiment_VB,4,44,11.6,0.6,24,20,4,1,"[7, 4, 2, 1, 2, 8]","[7, 1, 1, 1, 3, 7]",5,3,2,2,59,VB_FR,2,Value-Based Reward,Low-Value
3247,6409,s8v8nuxv8,64,44,1,1.0653,experiment_VB,8,52,11.6,0.6,30,22,8,1,"[2, 3, 7, 5, 8, 5]","[6, 3, 5, 3, 2, 3]",5,4,1,1,60,VB_FR,1,Value-Based Reward,Middle-Value
3248,6410,s8v8nuxv8,65,44,1,0.765,experiment_VB,0,66,11.6,0.6,33,33,0,0,"[3, 7, 7, 6, 6, 4]","[5, 1, 8, 5, 6, 8]",4,4,0,0,61,VB_FR,0,Value-Based Reward,High-Value
3249,6411,s8v8nuxv8,66,44,0,0.8039,experiment_VB,-13,71,11.6,0.6,29,42,13,1,"[4, 5, 5, 4, 8, 3]","[8, 6, 6, 6, 8, 8]",4,2,2,2,62,VB_FR,2,Value-Based Reward,High-Value
3250,6412,s8v8nuxv8,67,44,1,0.6887,experiment_VB,10,56,11.6,0.6,33,23,10,1,"[7, 1, 8, 6, 6, 5]","[1, 8, 2, 2, 6, 4]",5,5,0,0,63,VB_FR,0,Value-Based Reward,Middle-Value
3251,6413,s8v8nuxv8,68,44,0,0.5768,experiment_VB,-7,69,11.6,0.6,31,38,7,1,"[6, 4, 8, 1, 5, 7]","[7, 7, 8, 7, 6, 3]",6,4,2,2,64,VB_FR,2,Value-Based Reward,High-Value
3252,6414,s8v8nuxv8,69,44,1,0.8795,experiment_VB,4,42,11.6,0.6,23,19,4,1,"[2, 8, 1, 2, 4, 6]","[2, 3, 7, 3, 3, 1]",5,4,1,1,65,VB_FR,1,Value-Based Reward,Low-Value
3253,6415,s8v8nuxv8,70,44,1,1.0581,experiment_VB,7,43,11.6,0.6,25,18,7,1,"[3, 8, 4, 5, 1, 4]","[1, 6, 1, 8, 1, 1]",5,3,2,2,66,VB_FR,2,Value-Based Reward,Low-Value
3254,6416,s8v8nuxv8,72,44,0,0.5769,experiment_VB,-1,53,11.6,0.6,26,27,1,1,"[7, 3, 1, 4, 5, 6]","[6, 4, 5, 5, 3, 4]",6,4,2,2,67,VB_FR,2,Value-Based Reward,Middle-Value
3255,6417,s8v8nuxv8,73,44,0,1.0067,experiment_VB,-11,59,11.6,0.6,24,35,11,1,"[5, 6, 2, 2, 7, 2]","[7, 6, 5, 8, 1, 8]",4,5,-1,1,68,VB_FR,1,Value-Based Reward,High-Value
3256,6418,s8v8nuxv8,74,44,0,0.9971,experiment_VB,-1,39,11.6,0.6,19,20,1,1,"[5, 3, 2, 6, 2, 1]","[5, 1, 4, 4, 2, 4]",5,4,1,1,69,VB_FR,1,Value-Based Reward,Low-Value
3257,6419,s8v8nuxv8,75,44,0,0.6515,experiment_VB,-9,75,11.6,0.6,33,42,9,1,"[4, 1, 8, 6, 7, 7]","[7, 8, 5, 7, 7, 8]",5,3,2,2,70,VB_FR,2,Value-Based Reward,High-Value
3258,6420,s8v8nuxv8,76,44,0,0.8553,experiment_VB,-7,51,11.6,0.6,22,29,7,1,"[1, 4, 5, 2, 3, 7]","[5, 5, 7, 5, 1, 6]",6,4,2,2,71,VB_FR,2,Value-Based Reward,Middle-Value
3259,6421,s8v8nuxv8,77,44,1,0.8173,experiment_VB,13,53,11.6,0.6,33,20,13,1,"[7, 2, 7, 6, 4, 7]","[5, 3, 7, 2, 1, 2]",4,5,-1,1,72,VB_FR,1,Value-Based Reward,Middle-Value
3260,6422,s8v8nuxv8,78,44,0,0.8512,experiment_VB,5,45,11.6,0.6,25,20,5,0,"[8, 3, 3, 2, 3, 6]","[1, 5, 4, 2, 1, 7]",4,5,-1,1,73,VB_FR,1,Value-Based Reward,Low-Value
3261,6423,s8v8nuxv8,79,44,0,0.8946,experiment_VB,-5,39,11.6,0.6,17,22,5,1,"[3, 6, 2, 1, 2, 3]","[4, 2, 7, 2, 3, 4]",4,4,0,0,74,VB_FR,0,Value-Based Reward,Low-Value
3262,6424,s8v8nuxv8,80,44,1,0.8253,experiment_VB,3,47,11.6,0.6,25,22,3,1,"[3, 3, 8, 4, 4, 3]","[8, 8, 1, 2, 2, 1]",3,3,0,0,75,VB_FR,0,Value-Based Reward,Low-Value
3263,6425,s8v8nuxv8,81,44,0,1.2018,experiment_VB,-2,54,11.6,0.6,26,28,2,1,"[3, 6, 7, 7, 2, 1]","[7, 5, 6, 2, 3, 5]",5,5,0,0,76,VB_FR,0,Value-Based Reward,Middle-Value
3264,6426,s8v8nuxv8,82,44,0,1.2074,experiment_VB,-8,46,11.6,0.6,19,27,8,1,"[1, 4, 2, 6, 3, 3]","[2, 5, 6, 2, 4, 8]",5,5,0,0,77,VB_FR,0,Value-Based Reward,Low-Value
3265,6427,s8v8nuxv8,83,44,1,0.5194,experiment_VB,19,69,11.6,0.6,44,25,19,1,"[8, 8, 8, 8, 6, 6]","[3, 8, 3, 4, 5, 2]",2,5,-3,3,78,VB_FR,3,Value-Based Reward,High-Value
3266,6428,s8v8nuxv8,84,44,1,0.7361,experiment_VB,5,55,11.6,0.6,30,25,5,1,"[6, 6, 7, 4, 2, 5]","[5, 4, 3, 7, 2, 4]",5,5,0,0,79,VB_FR,0,Value-Based Reward,Middle-Value
3267,6429,s8v8nuxv8,85,44,0,0.7553,experiment_VB,-7,61,11.6,0.6,27,34,7,1,"[7, 3, 6, 2, 1, 8]","[1, 6, 8, 7, 6, 6]",6,4,2,2,80,VB_FR,2,Value-Based Reward,High-Value
3268,6430,s8v8nuxv8,86,44,0,0.689,experiment_VB,-1,55,11.6,0.6,27,28,1,1,"[4, 1, 8, 3, 5, 6]","[6, 7, 4, 5, 3, 3]",6,5,1,1,81,VB_FR,1,Value-Based Reward,Middle-Value
3269,6431,s8v8nuxv8,87,44,0,0.9582,experiment_VB,0,56,11.6,0.6,28,28,0,1,"[5, 8, 5, 6, 1, 3]","[5, 6, 1, 3, 5, 8]",5,5,0,0,82,VB_FR,0,Value-Based Reward,Middle-Value
3270,6432,s8v8nuxv8,88,44,1,1.1245,experiment_VB,-3,37,11.6,0.6,17,20,3,0,"[4, 2, 7, 2, 1, 1]","[3, 6, 2, 2, 3, 4]",4,4,0,0,83,VB_FR,0,Value-Based Reward,Low-Value
3271,6433,s8v8nuxv8,89,44,0,0.5138,experiment_VB,-10,56,11.6,0.6,23,33,10,1,"[4, 2, 8, 3, 5, 1]","[5, 4, 7, 8, 4, 5]",6,4,2,2,84,VB_FR,2,Value-Based Reward,Middle-Value
3272,6434,s8v8nuxv8,90,44,1,0.5957,experiment_VB,6,52,11.6,0.6,29,23,6,1,"[8, 2, 1, 7, 4, 7]","[8, 4, 1, 3, 1, 6]",5,5,0,0,85,VB_FR,0,Value-Based Reward,Middle-Value
3273,6435,s8v8nuxv8,91,44,0,0.5924,experiment_VB,-2,54,11.6,0.6,26,28,2,1,"[2, 3, 5, 3, 8, 5]","[3, 3, 7, 8, 5, 2]",4,5,-1,1,86,VB_FR,1,Value-Based Reward,Middle-Value
3274,6436,s8v8nuxv8,92,44,1,0.6794,experiment_VB,5,49,11.6,0.6,27,22,5,1,"[2, 5, 5, 2, 7, 6]","[5, 6, 1, 3, 1, 6]",4,4,0,0,87,VB_FR,0,Value-Based Reward,Middle-Value
3275,6437,s8v8nuxv8,93,44,0,0.5172,experiment_VB,-12,44,11.6,0.6,16,28,12,1,"[2, 1, 2, 5, 4, 2]","[7, 3, 3, 6, 4, 5]",4,5,-1,1,88,VB_FR,1,Value-Based Reward,Low-Value
3276,6438,s8v8nuxv8,94,44,1,0.5402,experiment_VB,6,60,11.6,0.6,33,27,6,1,"[5, 5, 3, 7, 7, 6]","[3, 1, 8, 8, 4, 3]",4,4,0,0,89,VB_FR,0,Value-Based Reward,High-Value
3277,6439,s8v8nuxv8,95,44,0,0.5109,experiment_VB,-17,61,11.6,0.6,22,39,17,1,"[2, 2, 6, 2, 3, 7]","[8, 6, 7, 3, 7, 8]",4,4,0,0,90,VB_FR,0,Value-Based Reward,High-Value
3278,6440,s8v8nuxv8,96,44,1,0.5941,experiment_VB,7,47,11.6,0.6,27,20,7,1,"[1, 8, 1, 7, 2, 8]","[2, 3, 5, 6, 3, 1]",4,5,-1,1,91,VB_FR,1,Value-Based Reward,Low-Value
3279,6441,s8v8nuxv8,97,44,1,0.6535,experiment_VB,2,54,11.6,0.6,28,26,2,1,"[4, 4, 6, 5, 8, 1]","[6, 5, 2, 3, 3, 7]",5,5,0,0,92,VB_FR,0,Value-Based Reward,Middle-Value
3280,6442,s8v8nuxv8,98,44,1,0.5321,experiment_VB,11,57,11.6,0.6,34,23,11,1,"[6, 2, 8, 6, 7, 5]","[5, 1, 2, 6, 6, 3]",5,5,0,0,93,VB_FR,0,Value-Based Reward,Middle-Value
3281,6443,s8v8nuxv8,99,44,0,0.5757,experiment_VB,2,36,11.6,0.6,19,17,2,0,"[2, 2, 4, 2, 5, 4]","[2, 1, 3, 1, 4, 6]",3,5,-2,2,94,VB_FR,2,Value-Based Reward,Low-Value
3282,6444,s8v8nuxv8,100,44,1,0.5096,experiment_VB,11,53,11.6,0.6,32,21,11,1,"[3, 6, 7, 4, 6, 6]","[1, 3, 8, 6, 1, 2]",4,5,-1,1,95,VB_FR,1,Value-Based Reward,Middle-Value
3283,6445,s8v8nuxv8,101,44,1,0.593,experiment_VB,3,39,11.6,0.6,21,18,3,1,"[5, 4, 1, 3, 5, 3]","[5, 3, 3, 1, 3, 3]",4,3,1,1,96,VB_FR,1,Value-Based Reward,Low-Value
3284,6446,s8v8nuxv8,102,44,0,0.5679,experiment_VB,-4,50,11.6,0.6,23,27,4,1,"[7, 1, 4, 1, 6, 4]","[6, 8, 2, 4, 2, 5]",4,5,-1,1,97,VB_FR,1,Value-Based Reward,Middle-Value
3285,6447,s8v8nuxv8,103,44,0,1.005,experiment_VB,6,50,11.6,0.6,28,22,6,0,"[7, 7, 1, 6, 3, 4]","[1, 5, 4, 6, 5, 1]",5,4,1,1,98,VB_FR,1,Value-Based Reward,Middle-Value
3286,6448,s8v8nuxv8,104,44,0,0.5377,experiment_VB,-6,56,11.6,0.6,25,31,6,1,"[3, 3, 7, 5, 3, 4]","[4, 7, 4, 3, 7, 6]",4,4,0,0,99,VB_FR,0,Value-Based Reward,Middle-Value
3287,6449,s8v8nuxv8,105,44,1,0.4514,experiment_VB,14,40,11.6,0.6,27,13,14,1,"[3, 5, 6, 4, 5, 4]","[1, 1, 3, 1, 4, 3]",4,3,1,1,100,VB_FR,1,Value-Based Reward,Low-Value
3288,6450,s8v8nuxv8,106,44,1,0.5104,experiment_VB,-1,57,11.6,0.6,28,29,1,0,"[2, 6, 6, 6, 2, 6]","[3, 4, 7, 5, 7, 3]",2,4,-2,2,101,VB_FR,2,Value-Based Reward,Middle-Value
3289,6451,s8v8nuxv8,107,44,0,0.4675,experiment_VB,-16,62,11.6,0.6,23,39,16,1,"[2, 5, 4, 3, 1, 8]","[8, 6, 3, 6, 8, 8]",6,3,3,3,102,VB_FR,3,Value-Based Reward,High-Value
3290,6452,s8v8nuxv8,108,44,0,0.5118,experiment_VB,-15,39,11.6,0.6,12,27,15,1,"[2, 3, 3, 1, 1, 2]","[3, 1, 6, 5, 5, 7]",3,5,-2,2,103,VB_FR,2,Value-Based Reward,Low-Value
3291,6453,s8v8nuxv8,109,44,0,0.502,experiment_VB,-11,53,11.6,0.6,21,32,11,1,"[1, 4, 2, 3, 3, 8]","[6, 7, 8, 5, 2, 4]",5,6,-1,1,104,VB_FR,1,Value-Based Reward,Middle-Value
3292,6454,s8v8nuxv8,110,44,0,0.5651,experiment_VB,-17,55,11.6,0.6,19,36,17,1,"[3, 5, 1, 6, 2, 2]","[4, 8, 8, 1, 8, 7]",5,4,1,1,105,VB_FR,1,Value-Based Reward,Middle-Value
3293,6455,s8v8nuxv8,111,44,0,0.597,experiment_VB,8,62,11.6,0.6,35,27,8,0,"[3, 8, 6, 3, 8, 7]","[7, 6, 4, 2, 4, 4]",4,4,0,0,106,VB_FR,0,Value-Based Reward,High-Value
3294,6456,s8v8nuxv8,112,44,1,0.5192,experiment_VB,7,57,11.6,0.6,32,25,7,1,"[1, 2, 8, 8, 8, 5]","[6, 3, 6, 6, 1, 3]",4,3,1,1,107,VB_FR,1,Value-Based Reward,Middle-Value
3295,6457,s8v8nuxv8,113,44,0,0.5472,experiment_VB,-1,51,11.6,0.6,25,26,1,1,"[2, 8, 6, 7, 1, 1]","[4, 2, 6, 6, 6, 2]",5,3,2,2,108,VB_FR,2,Value-Based Reward,Middle-Value
3296,6458,s8v8nuxv8,114,44,1,0.7022,experiment_VB,3,45,11.6,0.6,24,21,3,1,"[6, 5, 4, 4, 4, 1]","[3, 2, 1, 2, 5, 8]",4,5,-1,1,109,VB_FR,1,Value-Based Reward,Low-Value
3297,6459,s8v8nuxv8,115,44,0,0.5433,experiment_VB,0,52,11.6,0.6,26,26,0,1,"[5, 7, 6, 3, 4, 1]","[2, 5, 7, 4, 7, 1]",6,5,1,1,110,VB_FR,1,Value-Based Reward,Middle-Value
3298,6460,s8v8nuxv8,117,44,0,0.5557,experiment_VB,-5,45,11.6,0.6,20,25,5,1,"[2, 6, 6, 2, 3, 1]","[7, 3, 4, 1, 8, 2]",4,6,-2,2,111,VB_FR,2,Value-Based Reward,Low-Value
3299,6461,s8v8nuxv8,118,44,1,0.5241,experiment_VB,3,51,11.6,0.6,27,24,3,1,"[3, 5, 5, 2, 5, 7]","[3, 8, 2, 2, 3, 6]",4,4,0,0,112,VB_FR,0,Value-Based Reward,Middle-Value
3300,6462,s8v8nuxv8,119,44,0,0.5976,experiment_VB,-3,49,11.6,0.6,23,26,3,1,"[1, 4, 3, 4, 8, 3]","[7, 2, 7, 1, 3, 6]",4,5,-1,1,113,VB_FR,1,Value-Based Reward,Middle-Value
3301,6463,s8v8nuxv8,120,44,1,0.5281,experiment_VB,9,53,11.6,0.6,31,22,9,1,"[7, 5, 8, 4, 3, 4]","[1, 2, 4, 5, 2, 8]",5,5,0,0,114,VB_FR,0,Value-Based Reward,Middle-Value
3302,6464,s8v8nuxv8,121,44,0,0.5915,experiment_VB,-8,62,11.6,0.6,27,35,8,1,"[4, 2, 5, 8, 3, 5]","[5, 7, 7, 6, 2, 8]",5,5,0,0,115,VB_FR,0,Value-Based Reward,High-Value
3303,6465,s8v8nuxv8,122,44,0,0.6553,experiment_VB,-2,52,11.6,0.6,25,27,2,1,"[8, 2, 3, 2, 6, 4]","[7, 4, 4, 7, 1, 4]",5,3,2,2,116,VB_FR,2,Value-Based Reward,Middle-Value
3304,6466,s8v8nuxv8,124,44,1,0.7095,experiment_VB,3,63,11.6,0.6,33,30,3,1,"[6, 4, 7, 5, 8, 3]","[7, 1, 3, 6, 5, 8]",6,6,0,0,117,VB_FR,0,Value-Based Reward,High-Value
